,customer_id,product_title,star_rating
60,4,Little Shop Of Horrors (Original Motion Picture Soundtrack),5
61,4,Single Ladies (Put a Ring on It),5
62,4,All About That Bass,5
63,4,Get the Party Started,5
64,4,Blow Me (One Last Kiss) [Explicit],5
65,5,Live Wire,4
66,5,Whole Lotta Rosie,4
67,5,Now And Forever (You And Me),4
68,5,Evil Walks,4
69,5,Sin City,4
70,5,Jailbreak,4
71,5,The Oath,4
72,5,Easy As It Seems,5
73,5,Hell No,4
74,5,Back from the Edge,4
75,5,Volunteers,4
76,5,Sweeter Than Honey,4
77,5,Kill Devil Hill,4
78,5,Sin City (Album Version),3
79,5,Trumpets of Jericho,4
80,5,The Alchemist,4
81,5,Devils Den,4
82,5,Return of the King (Bonus Track),5
83,5,It's No Secret (Mono Version),5
84,5,There Will Be Love,4
85,5,Jerusalem,4
86,5,Al Garimasu (There Is Love),3
87,5,Problem Child,4
88,5,Dance With The Dragon (2004 Remastered),4
89,5,Gods of War,4
90,5,Tomorrow Doesn't Matter Tonight,5
91,5,All Fly Away,3
92,5,Naked City,5
93,5,Night of the Long Knives,5
94,5,Can't Find Love,5
95,5,The Flame (Album Version),5
96,5,I Want You to Want Me,4
97,5,She Flies On Strange Wings,3
98,5,Kill Me (Ce Soir),3
99,5,Ghost Town,4
100,5,"Come on, Come On",4
101,5,Cut ' Em Down To Size,4
102,5,Big Tree Blue See,2
103,5,Heaven Tonight,5
104,5,Silver Ships,3
105,5,Keeper Of The Flame,2
106,5,Way Of The World,5
107,5,One On One,4
108,5,If You Want My Love,5
109,5,No For An Answer,4
110,5,Quit Wasting Time,4
111,5,Buddy Joe,4
112,5,Clock Strikes Ten,3
113,5,Love Comes Easy,4
114,5,That,3
115,5,Quiet Eyes,3
116,5,This Is The Time,5
117,5,The Vanilla Queen,4
118,5,Desert Moon,5
119,5,Candy's Going Bad,5
120,5,Radar Love,4
121,5,Black Wall,3
122,5,Lunatic Fringe,5
123,5,Twilight Zone,5
124,5,Sweet Temptation,4
125,5,No Control,3
126,5,When The Lady Smiles,4
127,5,Boomchild,4
128,5,All I'm Gonna Take (Demo Version),5
129,5,Don't Wait For Heroes,4
130,5,Deep End (Demo Version),4
131,5,Heartattack,5
132,5,Beneath The Moon,5
133,5,Call Me,3
134,5,In The Night (Demo Version),4
135,5,One Man Band,5
136,5,Turn Up The Radio (Alternate Electric Version),4
137,5,Heart Raper,4
138,5,Nineteen And Non-Stop (Demo Version),4
139,5,Angel In Black,5
140,5,When I'm Gone,5
141,5,Send Her To Me (Demo Version),4
142,5,City's Burning,4
143,5,Stairway to Heaven (Live),4
144,5,White Lightning And Wine,5
145,5,Just Like Paradise,3
146,5,Yankee Rose,4
147,5,Flash Rockin' Man,4
148,5,Run If You Can,5
149,5,Up to the Limit,5
150,5,Magnum Opus: Father Padilla Meets the Perfect Gnat / Howling at the Moon / Man Overboard / Industry on Parade / Release the Beavers / Gnat Attack,4
151,5,Take Him In My Heart,4
152,5,Screaming for a Love-Bite (Live Version),1
153,5,Metal Heart,4
154,5,Break Out Tonight!,3
155,5,Breaker,5
156,5,Wrong Is Right,4
157,5,On the Other Side,5
158,5,If You Want Me,4
159,5,Losers and Winners (Album Version),5
160,5,Hellhammer (Album Version),5
161,5,Princess of the Dawn,5
162,5,Up To The Limit (Album Version),1
163,5,Balls to the Wall,4
164,5,Aiming High (Album Version),4
165,5,Restless and Wild,5
166,5,Screaming for a Love-Bite,5
167,5,The Quick And The Dead,4
168,5,Let Me Go,4
169,5,Crossfire (Remastered),5
170,5,Chasing Shadows (Remastered),3
171,5,Sounds Of War,3
172,5,Rollin' Thunder,5
173,5,The King,5
174,5,Hellfire,4
175,5,Right Down The Line,4
176,5,Can't Stand The Night,5
177,5,Son Of A Bitch,5
178,5,Midnight Mover,5
179,5,Head Over Heels,4
180,5,Questions of My Childhood,5
181,5,Locked And Loaded,5
182,5,Trail of Tears,5
183,5,London Leatherboys,5
184,5,Breaking Away,4
185,5,The Essential Tammy Wynette,5
186,5,Rainmaker,3
187,5,Don't Go Stealing My Soul Away,4
188,5,Love Child,5
189,5,She's Gone,4
190,5,Guardian Of The Night (Album Version),4
191,5,Prisoner (Album Version),4
192,5,From the Ashes We Rise,4
193,5,Face Like an Angel,4
194,5,How Long,4
195,5,Hang 'em High,5
196,5,Don't Wanna Lose,5
197,5,Eyes Of A Stranger,2
198,5,Let It Out,3
199,5,Deadly Deciever (Bonus Track - Japan),5
200,5,How About That,4
201,5,Surrender,4
202,5,This Time,4
203,5,I'm Coming Home,3
204,5,Lonely Side of Town,5
205,5,Stranger Stranger,4
206,5,Holy Water,5
207,5,Winds Of Change,4
208,5,Hungry For Rock,4
209,5,If You Needed Somebody,4
210,5,Knock You Out,3
211,5,Masters and Slaves,5
212,5,Fight For Your Life,3
213,5,Armed And Dangerous,4
214,5,Sentimental Fool,5
215,5,No Smoke Without A Fire,4
216,5,Hands of Time,3
217,5,On With The Show,4
218,5,In My Dreams,5
219,5,On The Other Hand,4
220,5,One (Album Version),4
221,5,The Race Is On (Album Version),5
222,5,She Thinks I Still Care,5
223,5,Livin' Ain't Killed Me Yet,4
224,5,Cry for Freedom,3
225,5,"The Best, The Rest, The Rare",5
226,5,Today All Over Again (Album Version),3
227,5,What Do You Know About Heartache?,4
228,5,Mr. Torture,5
229,5,Going Out Like That,4
230,5,Room To Breathe (Album Version),4
231,5,Where the Rain Grows,4
232,5,If I Knew,4
233,5,Phantoms of Death,4
234,5,"Mirror, Mirror",5
235,5,Once You've Learned To Be Lonely (Album Version),5
236,5,Wrong Night (Album Version),5
237,5,I Heard Her Cryin' (Album Version),3
238,5,If I Could Fly,4
239,5,All-American Girl,4
240,5,Kings Will Be Kings,4
241,5,The Great Divide,4
242,5,The Stairs,3
243,5,Salvation,3
244,5,Red Roses (Won't Work Now),3
245,5,For Herself (Album Version),3
246,5,If Only (Album Version),3
247,5,Whoever's Watchin',4
248,5,I Told You So (feat. Randy Travis),4
249,5,Lookin' For A New Love Story (Album Version),3
250,5,Forever and One (Neverland),5
251,5,Poison Sugar (Album Version),4
252,5,Number One,4
253,5,Strange,5
254,5,Murderer,4
255,5,Raise The Noise,4
256,5,Waiting For The Thunder,4
257,5,To Make That Same Mistake Again (Album Version),4
258,5,Revolution (unreleased in the US),4
259,5,Sole Survivor,5
260,5,Enough [feat. Jennifer Nettles],5
261,5,On My Own,4
262,5,Consider Me Gone,4
263,5,Until They Don't Love You,5
264,5,Nabataea,5
265,5,World Of Fantasy,5
266,5,If You Only Knew (Album Version),4
267,5,Power,5
268,5,Never Be A Star,3
269,5,Secret (Album Version),4
270,5,Who? (Album Version),3
271,5,Just a Dream,4
272,5,Someone's Crying,4
273,5,Guardians,3
274,5,Just When I Thought I'd Stopped Loving You,4
275,5,Bobby,4
276,5,My Mind Is On You (Album Version),4
277,5,Denim and Leather (2009 Remastered Version),5
278,5,Cowboy Casanova,4
279,5,All We Are,4
280,5,I Rule The Ruins,5
281,5,Fishin' In The Dark,5
282,5,...And Justice For All,5
283,5,Celebrity Skin,5
284,5,Turn The Page,5
285,5,Little Toy Guns,5
286,5,When A Blind Man Cries,4
287,5,Deep Inside My Heart (Album Version),5
288,5,Never Been In Love (Album Version),5
289,5,Pacific Coast Highway,4
290,5,Purgatory,4
291,5,Malibu,5
292,5,Kill 'Em All (Remastered),5
293,5,Violet,5
294,5,"Ronnie Rising Medley (Includes A Light In The Black, Tarot Woman, Stargazer & Kill The King)",4
295,5,Solo Collection,5
296,5,Remind Me (duet with Brad Paisley),4
297,5,Fight For Rock,5
298,5,The Living Dead,4
299,5,Just Let Me Rock (2009 Remastered Version),5
300,5,Tear It Loose,4
301,5,Nervous,5
302,5,Kiss Of Death,5
303,5,Hush (1998 Remix),4
304,5,Nomad,4
305,5,Cold World,4
306,5,Sat in My Tears,4
307,5,Think It Over (Single Version) [Bonus Track],4
308,5,Time To Die,5
309,5,Hearts On Fire,5
310,5,Straight Out Of Hell,4
311,5,Shout It Out,5
312,5,Mad Man In The Attic,4
313,5,In a Minute,4
314,5,Long Gone,3
315,5,And The Bands Played On,5
316,5,Don't Keep It Inside,5
317,5,Metal Racer,5
318,5,Unchain Your Brain,4
319,5,Oldest Story In the World,3
320,5,Free Bird,4
321,5,Little Liar,5
322,5,Ridin' With James Dean,5
323,5,Sin After Sin,5
324,5,Bad Man,4
325,5,What You Don't Know Can't Hurt You,5
326,5,Like A Knife In The Back,5
327,5,Love Stealer (Bonus track),4
328,5,True As Steel,4
329,5,Gotta Get Away (Album Version),4
330,5,Crusader (2009 Remastered Version),5
331,5,Touch Of Evil,4
332,5,Love Me or Leave Me Alone,4
333,5,Child In Time,5
334,5,Lady In A Rock'n' Roll Hell,5
335,5,Holding Me,4
336,5,Destroyer,5
337,5,Why (Single B-Side),5
338,5,When A Blind Man Cries (1997 Remix),5
339,5,I Wanna Be Your Dog,4
340,5,Into The Wild,3
341,5,Blood Red Roses,3
342,5,Lonely Alone,4
343,5,Deep Purple In Rock,5
344,5,Run ForYour Life,5
345,5,Burning The Witches,5
346,5,Nightmare (2009 Remastered Version),4
347,5,Sunbeam [Clean],5
348,5,Jealousy (Album Version),4
349,5,Showdown,4
350,5,Mutually Assured Destruction ((Bonus track)),5
351,5,When the Damn Breaks,5
352,5,Hellbound,5
353,5,Edge Of Sundown,4
354,5,Firefly,4
355,5,Prisoner,5
356,5,"Be Chrool To Your Scuel [feat. Brian Setzer, Billy Joel, Alice Cooper]",4
357,5,One Less Fool,4
358,5,Do Or Die,4
359,5,Vengeance,4
360,5,Stormbringer (2009 remix),5
361,5,Looking Out For #1,4
362,5,A Right To Live (Promo Single B-Side),5
363,5,Kiss the Rainbow,5
364,5,Mr. Universe,5
365,5,Cheater (Single B-Side),5
366,5,Hot Love,4
367,5,Love Is For Suckers,4
368,5,Victim of Circumstance,5
369,5,Nightmare [Clean],5
370,5,Naughty Girls (Need Love Too),4
371,5,Sleeping On The Job,4
372,5,The Perfect Goodbye,4
373,5,"You Want In, I Want Out",3
374,5,Secret Of The Dance,4
375,5,The Easy Road,4
376,5,Don't Want The Truth,4
377,5,No Return,5
378,5,Return to Fantasy (Extended Version) [Bonus Track],5
379,5,Too Scared to Run,4
380,5,On The Rocks,5
381,5,Misty Eyes,5
382,5,"Can't Fight The Moonlight (From ""Coyote Ugly"")",3
383,5,Cheyenne Anthem,5
384,5,Clear Air Turbulence,2
385,5,Bite The Bullet,3
386,5,One Minute More,4
387,5,I'm Not The Only One,4
388,5,Paradox,4
389,5,Blood on Stone,4
390,5,Burn (2004 Remix),5
391,5,Under The Blade,5
392,5,Fools,5
393,5,Why (Extended Version),4
394,5,Between Two Worlds,5
395,5,Can't Fight The Moonlight,4
396,5,Black Night (Single Version),4
397,5,Choices,5
398,5,Mercury High,3
399,5,Soldier Of Fortune (2009 Remix),5
400,5,Power,4
401,5,Rebecca,5
402,5,Safety In Numbers,4
403,5,Song for America (Single Edit),4
404,5,Mama,4
405,5,Windows (Remastered),4
406,5,Don't Take Your Love Away (Remastered),4
407,5,It Takes a Woman's Love (To Make a Man),5
408,5,Opus Insert,5
409,5,Lucky,4
410,5,Breaking Out,5
411,5,Relentless (Remastered),5
412,5,Don't Bother That Waitress,4
413,5,How My Soul Cries Out,4
414,5,Silhouettes In Disguise,4
415,5,How Do You Sleep?,4
416,5,Fool For A Pretty Face,4
417,5,Bad Girl,4
418,5,Secret Service,4
419,5,Satisfaction,5
420,5,All I Wanted,5
421,5,I Surrender (To the Spirit of the Night),5
422,5,Snowman,2
423,5,Eyes Of Fire,5
424,5,Mistreated,5
425,5,Don't Close Your Eyes,4
426,5,Theme For Before The Storm,4
427,5,Winds of Change,5
428,5,Fire Away,5
429,5,Don't Take These Dreams Away,4
430,5,Earth Mother,3
431,5,How Much Love,4
432,5,It's Not As Easy As It Seems,3
433,5,Edge Of A Broken Heart,5
434,5,Nice Girl,3
435,5,Touch Me (I Want Your Body),4
436,5,Psycho Circus,5
437,5,Stealing Away,4
438,5,Creepin' Round Your Door,4
439,5,Hunted,5
440,5,Stick It,5
441,5,Riding With The Angels,4
442,5,Don't Tell Me It's Over,4
443,5,The Fool You Left Behind,4
444,5,Power of the Sun,4
445,5,I've Had Enough,5
446,5,"Never Knowing, Dead Or Alive",4
447,5,Losing My Grip (Original Session Recording - Bonus track),4
448,5,Take It Like A Man,5
449,5,Tomorrow Or Yesterday,4
450,5,Under One Condition,3
451,5,Future World,4
452,5,Time To Surrender,4
453,5,Rock The Boat,4
454,5,Vice Versa,4
455,5,This Man's On Fire,5
456,5,Stranger,4
457,5,Only In My Dreams,4
458,5,Warrior of the Rising Sun,5
459,5,I Ain't Coming Back No More,5
460,5,Walking Out On You,4
461,5,Tomorrow Or Yesterday (Alternative Recording - Bonus Track),5
462,5,I Want Out,4
463,5,Soul Intruders,4
464,5,Danger Zone,4
465,5,Test Of Time,4
466,5,Love Hungry,4
467,5,Love Is A Killer,4
468,5,Burning Emotion,4
469,5,Go To Hell,5
470,5,So Far Away,4
471,5,Ain't No Way to Treat a Lady,5
472,5,Take These Chains From Me,5
473,5,Don't Run for Cover,4
474,5,Headed For A Heartbreak,4
475,5,Hard Times,4
476,5,No Turning Back,4
477,5,Once Bitten,3
478,5,Wings Of Tomorrow,5
479,5,Night of the Blade,3
480,5,Don't Get Mad Get Even,4
481,5,River of No Return,4
482,5,Navigate the Seas of the Sun,3
483,5,Warrior of the Rising Sun,5
484,5,Tell Me,5
485,5,Keeper of the Seven Keys,5
486,5,Halloween,5
487,6,"Turandot: Act III - Calaf's Aria - ""Nessun dorma""",5
488,6,Send in the Clowns,5
489,6,Wishing You Were Somehow Here Again,5
490,6,Gianni Schicchi (1987 Digital Remaster): O Mio Babbino Caro,5
491,6,Samson et Dalila (1987 Digital Remaster): Mon coeur s'ouvre 횪 ta voix.,5
492,6,Livin' On A Prayer,5
493,6,The First Time Ever I Saw Your Face (Remastered Version),5
494,6,You Are So Beautiful,5
495,6,Wishing You Were Somehow Here Again (Live),5
496,6,I Know Him So Well,5
497,6,Tonight I'll Say a Prayer,5
498,6,Who Says You Can't Go Home (Duet With Jennifer Nettles),5
499,6,The Power of Love (Radio Edit),5
500,6,The Hits of Steve Lawrence & Eydie Gorme,5
501,6,Come What May (Original Film Version),5
502,6,Symphony,5
503,6,South Pacific - Original Broadway Cast Recording: South Pacific - Original Broadway Cast Recording: South Pacific - Original Broadway Cast Recording: Some Enchanted Evening (Voice),5
504,7,Traveller,5
505,7,What Are You Listening To?,5
506,7,Love and the Death of Damnation,5
507,7,x (Deluxe Edition),4
508,7,Sundown Heaven Town (Deluxe),4
509,7,Love Story [Explicit],4
510,7,Thirty Miles West,4
511,7,"Shadows, Greys & Evil Ways",4
512,7,La Futura,5
513,7,Set You Free,5
514,7,Darkside Of Town,5
515,7,Based on a True Story...,5
516,7,House Of Pain,5
517,8,Eulogy For An Angel,5
518,8,Prayer Of The Refugee,5
519,8,The Lost Souls,5
520,8,A Praise Chorus,5
521,8,Eyeless,5
522,8,We Can Never Break Up [Explicit],5
523,8,Not the One,5
524,8,Gotta Get Away,5
525,8,Hang 'Em High,5
526,8,Masterpiece,5
527,8,Savior,5
528,8,Alcohol And Alter Boys,5
529,8,Totalimmortal,5
530,8,Angels We Have Heard On High,5
531,8,Duality,5
532,8,Montauk,5
533,8,What Happened to You?,5
534,8,Do You Feel The Same,5
535,8,The Artist,5
536,8,Fight Till You Die,5
537,8,Flesh Into Gear (Album Version),5
538,8,Tip The Scales,5
539,8,Man Overboard [Explicit],5
540,8,Progenies of the great apocalypse,5
541,8,Anthem For The Year 2000,5
542,8,Once,5
543,8,Hey There Mr. Brooks [Explicit],5
544,8,Ghostchant,5
545,8,Alive and Well,5
546,8,Thnks fr th Mmrs,5
547,8,The Requiem,5
548,8,Movin' Out (Anthony's Song),5
549,8,"Loved Ones (excerpts from speeches of how great you were, and will never be again)",5
550,8,Bored,5
551,8,Bad Habit [Explicit],5
552,8,Touched,5
553,8,Big Pimpin' / Papercut [Explicit],5
554,8,My Own Summer (Shove It),5
555,8,The Days Of The Phoenix,5
556,8,"Dance, Dance",5
557,8,Keys To The Kingdom,5
558,8,Wake,5
559,8,Intergalactic (2009 Digital Remaster),5
560,8,Take Her To The Music Store,5
561,8,Architects,5
562,8,Be My Baby,5
563,8,Dammit [Explicit],5
564,8,...And Justice For All,5
565,8,Existing In A Crisis (Evelyn),5
566,8,Tortures Of The Damned,5
567,8,A Favor House Atlantic,5
568,8,Sound of Change,5
569,8,Rest Of My Life,5
570,8,Papercut,5
571,8,Milligram Smile,5
572,8,Help Me (Album Version),5
573,8,Blame It On Bad Luck,5
574,8,Dear Your Holiness,5
575,8,Feeling This [Explicit],5
576,8,Lost In The Echo,5
577,8,Girl's Not Grey (Album Version),5
578,8,Apathy Is A Cold Body,5
579,8,Engine No. 9 [Explicit],5
580,8,Historia Calamitatum,5
581,8,The After Dinner Payback,5
582,8,Engel,5
583,8,Master Of Puppets,5
584,8,Sacrifice Theory,5
585,8,Guardrail,5
586,8,Welcome Home [Explicit],5
587,8,"Sick, Sick, Sick",5
588,8,Time To Waste,5
589,8,Attached At The Hip (Album Version),5
590,8,Down,5
591,8,Smoke,5
592,8,Seeing Sound,5
593,8,Ride The Lightning (Remastered),5
594,8,I'm Not Okay (I Promise),5
595,8,Judith [Explicit],5
596,8,(Sic),5
597,8,96 Quite Bitter Beings,5
598,8,Temptation,5
599,8,Back To Hell,5
600,8,The Man Who Sold The World,5
601,8,I'm Dying,5
602,8,Movies,5
603,8,Linchpin,5
604,8,Something to Believe In,5
605,8,The Royal Crown -vs.- Blue Duchess,5
606,8,Devil In Jersey City,5
607,8,Mona Lisa,5
608,8,Bro Hymn,5
609,8,Of Greetings And Goodbyes,5
610,8,Wait And Bleed,5
611,8,I Write Sins Not Tragedies,5
612,8,Tomorrow,5
613,8,Beautiful Disaster [Explicit],5
614,8,Where Do You Draw The Line,5
615,8,Helena (So Long & Goodnight),5
616,8,The Switch,5
617,8,A Story At Three,5
618,8,Liberate [Explicit],5
619,8,Lake Of Fire,5
620,8,Closure,5
621,8,Seein' Red,5
622,8,The Authority Song,5
623,8,Mercy Me,5
624,9,The Definitive Collection,3
625,9,Restart,5
626,9,December,4
627,9,No Other Name (Deluxe Edition/Live),5
628,9,The Perfect Gift,5
629,9,Kein Anderer Name,5
630,9,Victorious,5
631,9,Sei still [Clean],5
632,9,Feiert Jesus! 19,5
633,9,Zion (Deluxe Edition),5
634,9,Aftermath,5
635,10,Classic Man [Clean],4
636,10,Chandelier,4
637,10,Opportunity,5
638,10,Time of Our Lives [Explicit],5
639,10,I'm At Peace,4
640,10,Hollywood (Album Version (Edited)) [feat. Beyonc챕] [Clean],4
641,10,You're So Beautiful (White Party Version) [feat. Jussie Smollett],5
642,10,Say Yes (ft. Beyonc챕 & Kelly Rowland),5
643,10,Standing on the Sun Remix,3
644,10,Horizon (Instrumental),5
645,10,Let Me Know,4
646,10,Miracle,5
647,10,I Bet [Explicit],4
648,10,Dance For You,5
649,10,I'll Do Anything For You (Album Version),4
650,10,I'm Every Woman,5
651,10,Didn't We Almost Have It All,5
652,10,Late Nights & Early Mornings,4
653,10,Exhale (Shoop Shoop),3
654,10,Strip [Clean],3
655,10,I Have Nothing,5
656,10,Diamonds,4
657,10,I Smile,5
658,10,Wobble (Radio Version),5
659,10,So Emotional,4
660,10,World Wide Woman,2
661,10,Last Call,4
662,10,You & I (Nobody In The World),5
663,10,Summer,5
664,10,Ain't No Mountain High Enough (Single Version (Short)),5
665,11,Save Rock And Roll [Explicit],5
666,11,Stay With Me,5
667,11,The Paradigm Shift [Explicit],5
668,11,Wrecking Ball,5
669,11,Berzerk [Explicit],5
670,11,Boss Of The Stix,5
671,11,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),5
672,11,My Garden [Explicit],5
673,11,California Dreamin',5
674,11,PTXmas (Deluxe Edition),5
675,11,Recharged,5
676,11,"California Dreamin' (From ""San Andreas"")",5
677,11,Something To Remind You (Live From Mohegan Sun),5
678,11,Monster,5
679,11,Children of the Korn (featuring Ice Cube),5
680,11,Back To The Hotel [Explicit],5
681,11,All Trap Music 2 [Explicit],5
682,11,The Marshall Mathers LP2 (Deluxe) [Explicit],5
683,11,Renegades,5
684,11,Best Friend [feat. Eminem] [Explicit],5
685,11,True,5
686,11,Chandelier,5
687,11,Love Songs Drug Songs,5
688,11,Lindsey Stirling,5
689,11,The Humpty Dance,5
690,11,Kush [Explicit],5
691,11,She Wolf (Falling to Pieces) [feat. Sia],5
692,11,The Reason EP,5
693,11,Metropolis (Edit),5
694,11,Titanium (feat. Sia),5
695,11,What the F*** [Explicit],5
696,11,The Alphabeat,5
697,11,Small Town,5
698,11,Invincible,5
699,11,See You Again (feat. Charlie Puth),5
700,11,Shatter Me,5
701,11,American Oxygen,5
702,11,Cole Swindell,5
703,11,Pure Heroine [Explicit],5
704,11,Phenomenal [Explicit],5
705,11,My Life In A Jar (feat. CB3),5
706,11,Kuntry Livin',5
707,11,FourFiveSeconds,5
708,11,Old Dirt Road (feat. CB3),5
709,11,Sunshine (Edit),5
710,11,American Made (feat. CB3),5
711,11,Freak On A Leash (Live) (Feat. Amy Lee),5
712,12,School Daze,5
713,12,Zero Gravity (Original Mix),5
714,12,Disarm You (feat. Ilsey),5
715,12,Rising Love [feat. Mike Taylor],5
716,12,I Won't Let You Walk Away (Radio Edit),5
717,12,Shut Up and Dance,5
718,12,Made New,5
719,12,Generate (Radio Edit),5
720,12,Bad Blood [feat. Kendrick Lamar],5
721,12,Cool [feat. Roy English],5
722,12,Always (3LAU Extended Mix),5
723,12,Untouchable,5
724,12,I Wanna Be Rich,5
725,12,There Is Power,5
726,12,Another You,5
727,12,Till It Hurts,4
728,12,Pray to God (Calvin Harris vs Mike Pickering Hacienda Remix),5
729,12,Somewhere to Run [Explicit],4
730,12,Overflowing,4
731,12,Intoxicated (Original Mix),5
732,12,Tether (Eric Prydz Vs. Chvrches) (Radio Edit),4
733,12,Close To Your Love [feat. Amanda Renee],5
734,12,Where Are 횥 Now (with Justin Bieber),5
735,12,Geronimo,5
736,12,New York Minute,5
737,12,More Than You Think I Am,5
738,12,Fix My Eyes,5
739,12,Your Love,5
740,12,Ghost,5
741,12,Imperium,5
742,12,Get Outta My Way,5
743,12,Break Free [feat. Zedd],5
744,12,Ready For The Weekend ft. Ayah Marar (Club Mix),5
745,12,Redefined (feat. Melanie Fontana),5
746,12,Here Without You (Original Mix),5
747,12,Hyper Love (feat. Nat Dunn) [Radio Edit],5
748,12,Ghost,5
749,12,Skyline,5
750,12,Virus (How About Now),5
751,12,Squeak,5
752,12,Destination (Radio Edit),5
753,12,Begin Again,5
754,13,Reflection,5
755,13,A Whole New World,5
756,13,Uptown Special [Clean],5
757,13,Ladies Night,4
758,13,Mahiwaga,5
759,13,Lupa Man Ay Langit Na Rin,5
760,13,Mahiwaga,5
761,13,Journeysongs Third Edition: Volume 23,5
762,13,Mahiwaga,5
763,13,Mahiwaga,5
764,13,Mahiwaga,5
765,13,"Dios Te Salve, Maria",5
766,13,Problem [feat. Iggy Azalea],3
767,13,Locked Out Of Heaven,4
768,13,Gentle Thoughts,4
769,13,There You'll Be,3
770,13,"Lovergirl (Special 12"" Mix)",5
771,13,"Rio De Melodia, River Flows in You (feat. Vittorio One) [Twilight Saga Soundtrack Cover Medley Bachata Version]",5
772,13,Love Never Felt so Good,4
773,13,Love Never Felt so Good,4
774,13,Love Won't Let Me Wait,4
775,13,See You In September,5
776,13,Brave,5
777,13,(God Must Have Spent) A Little More Time On You,5
778,13,E.T. (Ti챘sto Remix - Club),4
779,13,River flows in you (as made famous by the motion picture Twilight),4
780,13,Eye of the Tiger - 2006 Master,4
781,13,Price Tag (Album Version) [feat. B.o.B],3
782,13,Daylight,5
783,13,Timber feat. Ke$ha,4
784,13,A Thousand Years,5
785,13,Treasure (Sharam Radio Remix) [Clean],5
786,13,Wings,4
787,13,When Can I See You Again?,5
788,13,Just the Way You Are,5
789,13,"Let It Go (From ""Frozen""/Soundtrack Version)",5
790,13,Thrift Shop (feat. Wanz) [Clean],4
791,13,If I Ever Lose This Heaven,5
792,13,Quiet Village (1999 Digital Remaster),4
793,13,Scream & Shout [feat. Britney Spears] [Explicit],5
794,13,Condor (From Three Days Of The Condor) (Album Version),5
795,13,"Nasty Girl [In the Style of ""Vanity 6""]",2
796,13,One Day In Your Life,5
797,14,Sunny,5
798,14,Blinded,5
799,14,Photograph,5
800,14,Substitute,5
801,14,If a Man Answers Your Phone,5
802,14,"For What It's Worth [Live At The New Universal Amphitheatre, Universal City, California, 1982]",5
803,14,Jolly Ole St. Nick,5
804,14,Amazing Grace,5
805,14,War,5
806,14,Lucy In The Sky With Diamonds,5
807,14,Loves Me Like A Rock,5
808,14,Red House (Live),5
809,14,"New York, New York",5
810,14,In a Persian Market,5
811,14,That's the Way It Is,5
812,14,Last Song (Original Hit Version),5
813,14,The Happy Organ,5
814,14,Star Baby,5
815,14,In the Year 2525,5
816,14,Holiday (Faded Ending),5
817,14,In the Middle of the House,5
818,14,Things Ain't What They Used To Be,5
819,14,A True True Love (1989 Digital Remaster),5
820,14,Cherish,5
821,15,GU38 Carl Cox Black Rock Desert,5
822,15,Warm Housemusic (Organic Deephouse Meets Inspiring Proghouse Best Ibiza to Miami Beach Tunes Compilation in Key-G P Plus the Paduraru Megamix),5
823,15,In Search Of Sunrise 1,5
824,15,Vibrant Dance Music (Best Summer Tunes Compilation),5
